-31681886.7016447,-3403134.94149872,-3180723.67558523,-2784206.17072845,-7777449.45910515,-1853699.37480987,-20486085.5665372,-20941329.0739424,-3300094.05725101,-3966226.22332551,-1408203.42230693
-31205573.0873796,-3347384.23682727,-1708644.02431398,-2737412.84290272,-7058608.92258344,-1822236.56401287,-20253345.8425724,-20663902.6692146,-3228239.95731093,-3449478.01322241,-1359870.7580585
-30882684.2938888,-3321511.72365043,-1440398.46864791,-2709182.77898811,-6606568.03682891,-1788630.44261629,-19978276.4793158,-20481870.1298484,-3150643.60787023,-3084798.67262731,-1325967.38101769
-30435182.5591969,-3295860.49207816,-1239425.21287344,-2689284.14970219,-6458816.80007937,-1754281.30880967,-19736244.9163809,-20301542.7774585,-3081835.88743457,-2656278.25348099,-1270777.54793537
-30012442.4859235,-3270145.08083416,-1053177.77775232,-2672283.76112771,-6339682.97922924,-1719714.87406043,-19537221.3939862,-20100023.7892008,-3050241.26526363,-2244206.6901959,-1221686.96942891
-29224837.5324223,-3243556.33481843,-845749.119684964,-2655778.48282472,-6199822.90811574,-1694846.04947352,-19392628.808347,-19911401.0278927,-3029042.81629403,-1815615.6416185,-1141215.63315979
-28601423.9006066,-3219087.31662015,-625162.236878165,-2640844.48991994,-6031862.55416351,-1665344.22681655,-19247556.6306811,-19682516.3731083,-3013249.89567924,-1462097.31246537,-1089005.2586368
-27267216.6170145,-3198348.40584505,-441081.223318797,-2628140.33743552,-5810803.77152019,-1638380.64258828,-19114559.8405928,-19326242.1983035,-2997621.09876758,-1001572.18922245,-1036781.66371628
-26803825.0945299,-3177022.16780122,-261004.344125113,-2617184.65914339,-5618380.7504509,-1613374.2306376,-18991829.8024376,-18864645.4606345,-2978069.36760326,-762549.861476323,-928227.218075622
-26414796.6083855,-3156615.21015733,-123208.838245821,-2607561.07773351,-5447006.26913604,-1595860.81790032,-18871064.1426252,-18509982.4291952,-2958696.12691618,-564159.476819714,-860835.974732934
-25916209.4666997,-3137463.15218004,32554.5674021614,-2598049.4862444,-5304240.13144829,-1583068.18040177,-18753759.5089943,-18104598.3466261,-2939636.83965571,-414195.251744109,-819973.302929087
-25502386.1143918,-3117871.25194909,195280.197393754,-2587870.48279509,-5202805.2236202,-1570650.1152846,-18624213.1310349,-17711700.414706,-2920854.79142698,-287501.200129943,-787222.118104787
-25159500.6278288,-3099331.69089958,356581.20519495,-2576819.51917768,-5111911.13764702,-1558376.16887545,-18452519.5065894,-17299811.3609545,-2905491.96221062,-170214.707932047,-763086.850881204
-24818786.921927,-3078896.82467568,502439.187052569,-2565743.39107376,-5021450.07813908,-1545992.2362901,-18201026.4634317,-16961390.2279152,-2891139.33417772,-87219.0602842383,-741677.87308257
-24419057.4029137,-3062137.02492247,647364.217542008,-2556586.88704637,-4952248.01379694,-1532978.28658571,-18016379.8037974,-16634153.0267282,-2879428.54973867,-1521.23032153581,-719079.176466255
-23995547.302107,-3046078.8647476,781990.194277693,-2546162.1032409,-4876541.30997329,-1517696.74583481,-17816401.2309454,-16377691.9133017,-2868944.84913253,92195.309571833,-690412.289263421
-23181413.2393494,-3027420.43070347,929162.750639422,-2535726.17121969,-4805950.79376657,-1502667.41100683,-17630323.4354982,-15980585.0256993,-2855874.42097738,176265.719720281,-663829.642004182
-22049338.2007535,-3006667.87583715,1070771.1793926,-2525377.9791123,-4726279.38189518,-1483641.98755755,-17485930.9208271,-15741146.0503963,-2838126.01584093,269121.195636683,-644300.970151372
-21036748.752697,-2981683.99208594,1183230.02253516,-2515378.39945311,-4636976.96471811,-1462707.56044763,-17294182.4879959,-15548518.0204622,-2822566.71115674,359998.758693285,-612352.058865707
-20609422.2990554,-2960631.60962157,1292357.58548745,-2505792.88994655,-4546060.1088364,-1444953.6585757,-17140321.5680639,-15411232.4487524,-2806396.75029711,458324.46120134,-570974.937203211
-20168571.7820226,-2924770.58410433,1391649.32508939,-2497434.56649972,-4435350.40835503,-1431463.09526481,-17017313.3882039,-15259367.1700818,-2792529.94993281,556578.684809001,-532720.842858303
-19835715.8390309,-2894603.23438572,1495593.88564264,-2488527.77928553,-4320520.27069268,-1419445.88562249,-16886200.7147849,-15114000.3301261,-2778358.75817944,658272.637750678,-470267.356164225
-19543665.5669963,-2873476.40796348,1597280.26176674,-2480029.78049764,-4146009.12020039,-1407421.58807684,-16753526.9774868,-14939348.9044332,-2766348.415109,751805.020695046,-433178.747240858
-19282232.9531096,-2855362.5796809,1685412.1728709,-2470960.3482108,-3999418.10578691,-1392478.92735969,-16581983.9453357,-14752870.5175804,-2754745.61658887,853449.33858021,-405548.323962244
-18886929.1488544,-2831074.19815926,1778878.17516101,-2462259.79537356,-3891207.55828004,-1373668.26873152,-16422754.5489533,-14529951.8429015,-2739355.73726402,968776.629315864,-378666.58717097
-18436057.5289126,-2808249.31194237,1889798.34423941,-2454457.78580176,-3738860.62093784,-1354670.9785902,-16226838.0955708,-14309682.5619215,-2723669.9302475,1078048.32607826,-345599.345002129
-17980752.706704,-2790326.15841317,1992166.52340379,-2446965.99832896,-3606926.84931389,-1333621.17458407,-16032646.2429332,-14092791.2736059,-2707857.42665606,1184960.57138633,-324661.07947909
-17627895.6291211,-2777358.20520726,2106174.45777121,-2439248.77235947,-3477101.55780331,-1309654.79287062,-15895006.6240705,-13901207.8535592,-2693410.99019638,1278966.30603779,-307609.294221482
-17409644.4433746,-2763848.97570673,2208596.52298003,-2431732.24976548,-3340598.12636691,-1287663.83641965,-15772048.6656528,-13706642.0763893,-2679268.68938285,1366964.14652074,-294861.650866098
-17191311.6107066,-2751071.87513069,2305818.2597401,-2425316.26514994,-3156754.95473878,-1269506.15426947,-15632903.2186472,-13448854.1033837,-2665905.98185464,1459647.0458225,-281923.051147406
-16922454.9718236,-2738427.69955532,2409597.36924095,-2418502.76629253,-3006296.80111017,-1251791.52616657,-15520327.2569773,-13016694.4445769,-2650324.13291193,1544705.33657921,-270801.492263846
